390	0.003769647	0.000414616	0.0184726
390.1	0.003839806	0.000422728	0.01881624
390.2	0.003911263	0.000430991	0.01916627
390.3	0.003984042	0.000439407	0.01952283
390.4	0.004058164	0.000447979	0.01988602
390.5	0.004133652	0.00045671	0.02025596
390.6	0.004210531	0.000465602	0.02063276
390.7	0.004288822	0.000474658	0.02101655
390.8	0.00436855	0.00048388	0.02140744
390.9	0.00444974	0.000493271	0.02180555
391	0.004532416	0.000502833	0.02221101
391.1	0.004616603	0.00051257	0.02262394
391.2	0.004702326	0.000522484	0.02304447
391.3	0.004789611	0.000532577	0.02347274
391.4	0.004878483	0.000542853	0.02390886
391.5	0.004968969	0.000553314	0.02435297
391.6	0.005061096	0.000563964	0.02480521
391.7	0.00515489	0.000574804	0.02526572
391.8	0.005250379	0.000585838	0.02573462
391.9	0.005347591	0.000597069	0.02621206
392	0.005446553	0.000608499	0.02669819
392.1	0.005547294	0.000620132	0.02719314
392.2	0.005649842	0.000631971	0.02769706
392.3	0.005754228	0.000644018	0.02821009
392.4	0.005860479	0.000656276	0.02873239
392.5	0.005968626	0.00066875	0.02926411
392.6	0.006078699	0.000681441	0.0298054
392.7	0.006190729	0.000694352	0.03035641
392.8	0.006304746	0.000707488	0.03091731
392.9	0.006420782	0.000720851	0.03148824
393	0.006538868	0.000734444	0.03206937
393.1	0.006659036	0.00074827	0.03266087
393.2	0.006781319	0.000762333	0.03326289
393.3	0.006905749	0.000776635	0.0338756
393.4	0.007032359	0.000791181	0.03449917
393.5	0.007161183	0.000805972	0.03513378
393.6	0.007292254	0.000821013	0.03577958
393.7	0.007425607	0.000836307	0.03643676
393.8	0.007561275	0.000851857	0.03710549
393.9	0.007699294	0.000867667	0.03778595
394	0.007839699	0.000883739	0.03847832
394.1	0.007982526	0.000900077	0.03918278
394.2	0.00812781	0.000916685	0.03989952
394.3	0.008275588	0.000933565	0.04062871
394.4	0.008425895	0.000950721	0.04137054
394.5	0.00857877	0.000968157	0.04212522
394.6	0.008734249	0.000985875	0.04289291
394.7	0.008892371	0.00100388	0.04367383
394.8	0.009053172	0.001022175	0.04446816
394.9	0.009216691	0.001040762	0.04527609
395	0.009382967	0.001059646	0.04609784
395.1	0.00955204	0.00107883	0.04693359
395.2	0.009723947	0.001098317	0.04778355
395.3	0.009898728	0.00111811	0.04864792
395.4	0.01007642	0.001138213	0.04952691
395.5	0.01025708	0.00115863	0.05042072
395.6	0.01044072	0.001179364	0.05132957
395.7	0.01062741	0.001200417	0.05225366
395.8	0.01081716	0.001221794	0.05319321
395.9	0.01101004	0.001243498	0.05414843
396	0.01120608	0.001265532	0.05511953
396.1	0.01140532	0.0012879	0.05610673
396.2	0.01160781	0.001310604	0.05711025
396.3	0.01181358	0.001333648	0.05813031
396.4	0.01202268	0.001357036	0.05916713
396.5	0.01223516	0.001380771	0.06022093
396.6	0.01245105	0.001404855	0.06129194
396.7	0.0126704	0.001429292	0.06238038
396.8	0.01289325	0.001454085	0.06348648
396.9	0.01311965	0.001479238	0.06461047
397	0.01334965	0.001504753	0.06575257
397.1	0.01358327	0.001530633	0.06691302
397.2	0.01382058	0.001556882	0.06809204
397.3	0.01406161	0.001583503	0.06928988
397.4	0.01430641	0.001610498	0.07050676
397.5	0.01455503	0.001637871	0.07174292
397.6	0.0148075	0.001665624	0.07299859
397.7	0.01506388	0.001693759	0.07427401
397.8	0.01532421	0.001722281	0.07556941
397.9	0.01558854	0.001751192	0.07688504
398	0.0158569	0.001780493	0.07822113
398.1	0.01612935	0.001810189	0.07957792
398.2	0.01640594	0.001840281	0.08095565
398.3	0.0166867	0.001870772	0.08235456
398.4	0.01697169	0.001901664	0.08377489
398.5	0.01726094	0.00193296	0.08521688
398.6	0.01755451	0.001964662	0.08668077
398.7	0.01785244	0.001996772	0.08816679
398.8	0.01815478	0.002029292	0.0896752
398.9	0.01846157	0.002062225	0.09120623
399	0.01877286	0.002095572	0.09276013
399.1	0.01908869	0.002129335	0.09433712
399.2	0.0194091	0.002163516	0.09593746
399.3	0.01973416	0.002198116	0.09756138
399.4	0.02006389	0.002233138	0.09920911
399.5	0.02039834	0.002268583	0.1008809
399.6	0.02073756	0.002304452	0.102577
399.7	0.0210816	0.002340746	0.1042976
399.8	0.02143049	0.002377468	0.106043
399.9	0.02178428	0.002414617	0.1078134
400	0.02214302	0.002452194	0.109609
400.1	0.02250675	0.002490202	0.1114301
400.2	0.02287551	0.002528643	0.1132769
400.3	0.02324936	0.002567521	0.1151497
400.4	0.02362835	0.002606839	0.1170487
400.5	0.02401252	0.002646602	0.1189742
400.6	0.02440193	0.002686813	0.1209264
400.7	0.02479661	0.002727476	0.1229056
400.8	0.02519663	0.002768595	0.1249121
400.9	0.02560203	0.002810173	0.126946
401	0.02601285	0.002852216	0.1290077
401.1	0.02642916	0.002894727	0.1310973
401.2	0.02685099	0.002937711	0.1332152
401.3	0.02727839	0.002981171	0.1353616
401.4	0.02771142	0.003025112	0.1375368
401.5	0.02815012	0.003069539	0.1397409
401.6	0.02859454	0.003114456	0.1419742
401.7	0.02904473	0.003159867	0.144237
401.8	0.02950073	0.003205778	0.1465296
401.9	0.02996259	0.003252192	0.1488521
402	0.03043036	0.003299115	0.1512047
402.1	0.03090409	0.003346552	0.1535879
402.2	0.03138382	0.003394508	0.1560017
402.3	0.0318696	0.003442988	0.1584464
402.4	0.03236147	0.003491997	0.1609222
402.5	0.03285949	0.00354154	0.1634295
402.6	0.03336369	0.003591623	0.1659683
402.7	0.03387412	0.003642252	0.1685389
402.8	0.03439083	0.003693431	0.1711416
402.9	0.03491386	0.003745167	0.1737766
403	0.03544325	0.003797466	0.1764441
403.1	0.03597904	0.003850333	0.1791442
403.2	0.03652129	0.003903775	0.1818773
403.3	0.03707003	0.003957798	0.1846436
403.4	0.0376253	0.004012408	0.1874431
403.5	0.03818715	0.004067611	0.1902762
403.6	0.03875561	0.004123415	0.1931431
403.7	0.03933073	0.004179826	0.1960439
403.8	0.03991254	0.00423685	0.1989788
403.9	0.04050108	0.004294495	0.201948
404	0.0410964	0.004352768	0.2049517
404.1	0.04169853	0.004411677	0.2079902
404.2	0.0423075	0.004471228	0.2110635
404.3	0.04292335	0.004531429	0.2141718
404.4	0.04354612	0.004592288	0.2173153
404.5	0.04417584	0.004653813	0.2204942
404.6	0.04481255	0.004716012	0.2237086
404.7	0.04545627	0.004778894	0.2269587
404.8	0.04610705	0.004842466	0.2302447
